Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,28/04/2023 07:10:40 pm,95817938,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041745836776408196,3.1939312666666668E7,7480422.673719201,4.0559153E7,2.7149301E7,5.5258785E7,2.76293925E7,678951.9104800428,2.8109484E7,2.7149301E7,0,0,0,0,0,0,0,0,0,0,0,0.03130937758230615,0.010436459194102049,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,3.1939312666666668E7,7480422.673719201,4.0559153E7,2.7149301E7,No Label
192.168.8.1-192.168.8.100-53-63153-6,192.168.8.1,53,192.168.8.100,63153,6,28/04/2023 07:13:15 pm,5024355,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39806104465150255,5024355.0,0.0,5024355.0,5024355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.19903052232575127,0.19903052232575127,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,457,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63154-6,192.168.8.1,53,192.168.8.100,63154,6,28/04/2023 07:13:15 pm,4985340,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4011762487613683,4985340.0,0.0,4985340.0,4985340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.20058812438068416,0.20058812438068416,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,457,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-96.16.88.29-63132-443-6,96.16.88.29,443,192.168.8.100,63132,6,28/04/2023 07:13:16 pm,4747668,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6318891716943982,2373834.0,2978226.2821269976,4479758.0,267910.0,267910.0,267910.0,0.0,267910.0,267910.0,0,0,0,0,0,0,0,0,0,52,32,0.42125944779626545,0.21062972389813273,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63164-6,192.168.8.100,63164,192.168.8.1,53,6,28/04/2023 07:13:24 pm,1087468,3,3,34.0,0.0,34.0,0.0,11.333333333333332,19.629909152447276,0.0,0.0,0.0,0.0,31.265287806169926,5.517403730500575,217493.6,483392.81661222485,1082212.0,154.0,1085287.0,542643.5,765582.3906703314,1083992.0,1295.0,5256.0,2628.0,849.9423509862302,3229.0,2027.0,0,0,0,0,60,84,2.7587018652502877,2.7587018652502877,0.0,34.0,4.857142857142857,12.850792082313726,165.14285714285714,0,1,0,0,0,0,0,0,1.0,5.666666666666667,11.333333333333334,0.0,0,0,0,0,0,0,3,34,3,0,-1,457,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63161-6,192.168.8.100,63161,192.168.8.1,53,6,28/04/2023 07:13:20 pm,5491039,3,3,34.0,0.0,34.0,0.0,11.333333333333332,19.629909152447276,0.0,0.0,0.0,0.0,6.191906486185948,1.0926893799151673,1098207.8,2452895.86120838,5486081.0,104.0,5489059.0,2744529.5,3880502.3130956255,5488459.0,600.0,4958.0,2479.0,852.7707781109763,3082.0,1876.0,0,0,0,0,60,84,0.5463446899575837,0.5463446899575837,0.0,34.0,4.857142857142857,12.850792082313726,165.14285714285714,0,1,0,0,0,0,0,0,1.0,5.666666666666667,11.333333333333334,0.0,0,0,0,0,0,0,3,34,3,0,-1,457,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63152-6,192.168.8.100,63152,192.168.8.1,53,6,28/04/2023 07:13:14 pm,11727448,3,4,34.0,166.0,34.0,0.0,11.333333333333332,19.629909152447276,166.0,0.0,41.5,83.0,17.05400868117258,0.5968903038410402,1954574.6666666667,4784078.595562647,1.1720034E7,65.0,1.1725106E7,5862553.0,8288851.353065634,1.1723656E7,1450.0,1.1726636E7,3908878.6666666665,6764659.029076952,1.1720034E7,2277.0,0,0,0,0,60,104,0.2558101302175887,0.34108017362345155,0.0,166.0,25.0,58.2016200069085,3387.4285714285716,0,1,0,0,0,0,0,0,1.0,28.571428571428573,11.333333333333334,41.5,0,0,0,0,0,0,3,34,4,166,-1,457,1,0,6602.0,0.0,6602.0,6602.0,1.1720034E7,0.0,1.1720034E7,1.1720034E7,No Label
192.168.8.1-192.168.8.100-53-63159-6,192.168.8.100,63159,192.168.8.1,53,6,28/04/2023 07:13:18 pm,7511697,3,3,34.0,0.0,34.0,0.0,11.333333333333332,19.629909152447276,0.0,0.0,0.0,0.0,4.5262741561593876,0.7987542628516566,1502339.4,3356965.669168036,7507462.0,127.0,7509794.0,3754897.0,5309476.72952599,7509264.0,530.0,4235.0,2117.5,482.95393155041194,2459.0,1776.0,0,0,0,0,60,84,0.3993771314258283,0.3993771314258283,0.0,34.0,4.857142857142857,12.850792082313726,165.14285714285714,0,1,0,0,0,0,0,0,1.0,5.666666666666667,11.333333333333334,0.0,0,0,0,0,0,0,3,34,3,0,-1,457,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63151-6,192.168.8.100,63151,192.168.8.1,53,6,28/04/2023 07:13:14 pm,11736084,2,5,34.0,252.0,34.0,0.0,17.0,24.041630560342615,252.0,0.0,50.4,112.6978260659894,24.369287063725857,0.5964510819793042,1956013.9999999998,4788196.021343362,1.1729878E7,0.0,2013.0,2013.0,0.0,2013.0,2013.0,1.1736084E7,2934021.0,5863904.890862289,1.1729878E7,0.0,0,0,0,0,40,124,0.17041459485122976,0.4260364871280744,0.0,252.0,35.75,88.1844657521947,7776.5,0,1,0,0,0,0,0,0,2.0,40.857142857142854,17.0,50.4,0,0,0,0,0,0,2,34,5,252,-1,457,1,0,6206.0,0.0,6206.0,6206.0,1.1729878E7,0.0,1.1729878E7,1.1729878E7,No Label
192.168.8.1-192.168.8.100-53-63165-6,192.168.8.100,63165,192.168.8.1,53,6,28/04/2023 07:13:24 pm,1083350,3,3,34.0,0.0,34.0,0.0,11.333333333333332,19.629909152447276,0.0,0.0,0.0,0.0,31.384132551806893,5.538376332671805,216670.0,481644.3538031978,1078260.0,96.0,1081344.0,540672.0,763685.223176408,1080679.0,665.0,5090.0,2545.0,898.0256121069153,3180.0,1910.0,0,0,0,0,60,84,2.7691881663359026,2.7691881663359026,0.0,34.0,4.857142857142857,12.850792082313726,165.14285714285714,0,1,0,0,0,0,0,0,1.0,5.666666666666667,11.333333333333334,0.0,0,0,0,0,0,0,3,34,3,0,-1,457,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63160-6,192.168.8.100,63160,192.168.8.1,53,6,28/04/2023 07:13:18 pm,7508547,3,3,34.0,0.0,34.0,0.0,11.333333333333332,19.629909152447276,0.0,0.0,0.0,0.0,4.528173027351364,0.7990893577678877,1501709.4,3354392.683088594,7502229.0,122.0,7504900.0,3752450.0,5305727.649372139,7504166.0,734.0,6318.0,3159.0,517.6021638285528,3525.0,2793.0,0,0,0,0,60,84,0.39954467888394385,0.39954467888394385,0.0,34.0,4.857142857142857,12.850792082313726,165.14285714285714,0,1,0,0,0,0,0,0,1.0,5.666666666666667,11.333333333333334,0.0,0,0,0,0,0,0,3,34,3,0,-1,457,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63162-6,192.168.8.100,63162,192.168.8.1,53,6,28/04/2023 07:13:20 pm,5486719,3,3,34.0,0.0,34.0,0.0,11.333333333333332,19.629909152447276,0.0,0.0,0.0,0.0,6.196781719639734,1.0935497152305413,1097343.8,2451000.7841337384,5481827.0,108.0,5484747.0,2742373.5,3877439.1265195254,5484137.0,610.0,4892.0,2446.0,823.0722933011414,3028.0,1864.0,0,0,0,0,60,84,0.5467748576152707,0.5467748576152707,0.0,34.0,4.857142857142857,12.850792082313726,165.14285714285714,0,1,0,0,0,0,0,0,1.0,5.666666666666667,11.333333333333334,0.0,0,0,0,0,0,0,3,34,3,0,-1,457,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63161-6,192.168.8.1,53,192.168.8.100,63161,6,28/04/2023 07:13:26 pm,631891,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.165102842104097,631891.0,0.0,631891.0,631891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.5825514210520486,1.5825514210520486,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,457,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63162-6,192.168.8.1,53,192.168.8.100,63162,6,28/04/2023 07:13:26 pm,632737,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1608709463805655,632737.0,0.0,632737.0,632737.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.5804354731902828,1.5804354731902828,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,457,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63164-6,192.168.8.1,53,192.168.8.100,63164,6,28/04/2023 07:13:26 pm,3783122,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5286638918861194,3783122.0,0.0,3783122.0,3783122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.2643319459430597,0.2643319459430597,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,457,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.100-53-63165-6,192.168.8.1,53,192.168.8.100,63165,6,28/04/2023 07:13:26 pm,3784866,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5284202928188211,3784866.0,0.0,3784866.0,3784866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.26421014640941054,0.26421014640941054,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,457,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-35.196.129.196-62675-7500-6,192.168.8.100,62675,35.196.129.196,7500,6,28/04/2023 07:11:29 pm,804360,0,2,0.0,1.0,0,0,0,0,1.0,0.0,0.5,0.7071067811865476,1.2432244268735393,2.4864488537470786,804360.0,0.0,804360.0,804360.0,0,0,0,0,0,804360.0,804360.0,0.0,804360.0,804360.0,0,0,0,0,0,52,0.0,2.4864488537470786,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,2,1,-1,222,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-96.16.88.18-63166-443-6,192.168.8.100,63166,96.16.88.18,443,6,28/04/2023 07:13:26 pm,10599358,11,7,1282.0,264.0,601.0,0.0,116.54545454545453,240.70536497401284,264.0,0.0,37.714285714285715,99.78262087443599,145.85789063828204,1.6982160617652502,623491.6470588236,810397.7611590604,2033936.0,71.0,9599710.0,959971.0,883304.4439287182,2033936.0,71.0,1.0546772E7,1757795.3333333333,1916499.8358376832,4834952.0,334.0,0,0,0,0,280,200,1.0377987044120973,0.6604173573531529,0.0,601.0,81.36842105263158,193.3193128612509,37372.35672514621,0,1,0,0,0,0,0,0,0.0,85.88888888888889,116.54545454545455,37.714285714285715,0,0,0,0,0,0,11,1282,7,264,-1,501,3,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-96.16.88.18-63166-443-6,96.16.88.18,443,192.168.8.100,63166,6,28/04/2023 07:13:37 pm,2346619,1,3,0.0,344.0,0.0,0.0,0.0,0.0,264.0,0.0,114.66666666666667,135.37109489596858,146.59388677923428,1.7045800788283056,782206.3333333334,889205.2507449185,1749471.0,270.0,0,0,0,0,0,2346619.0,1173309.5,1658928.3700993543,2346349.0,270.0,0,1,0,0,32,72,0.4261450197070764,1.2784350591212292,0.0,264.0,121.6,134.0328317987798,17964.8,0,0,0,1,1,0,0,0,3.0,152.0,0.0,114.66666666666667,0,0,0,0,0,0,1,0,3,344,-1,256,0,0,0,0,0,0,0,0,0,0,No Label
152.199.19.161-192.168.8.100-443-63061-6,192.168.8.100,63061,152.199.19.161,443,6,28/04/2023 07:12:42 pm,62523646,3,4,0.0,81.0,0.0,0.0,0.0,0.0,57.0,0.0,20.25,26.98610753702727,1.2955098619808576,0.11195764239340746,1.0420607666666668E7,2.5511523389506143E7,6.2495782E7,57.0,6.2496225E7,3.12481125E7,4.41911000309814E7,6.2495939E7,286.0,6.2523646E7,2.0841215333333336E7,3.60740210925109E7,6.2495904E7,386.0,0,0,0,0,60,80,0.04798184674003177,0.06397579565337569,0.0,57.0,10.125,20.718780300559615,429.26785714285717,0,0,0,0,1,0,0,0,1.0,11.571428571428571,0.0,20.25,0,0,0,0,0,0,3,0,4,81,-1,135,0,0,122.0,0.0,122.0,122.0,6.2495782E7,0.0,6.2495782E7,6.2495782E7,No Label
152.199.19.161-192.168.8.100-443-63061-6,192.168.8.100,63061,152.199.19.161,443,6,28/04/2023 07:13:45 pm,197814,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10.110507850809347,197814.0,0.0,197814.0,197814.0,0,0,0,0,0,197814.0,197814.0,0.0,197814.0,197814.0,0,0,0,0,0,40,0.0,10.110507850809347,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,135,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-96.16.84.7-63156-443-6,192.168.8.100,63156,96.16.84.7,443,6,28/04/2023 07:13:15 pm,30258930,17,21,1711.0,8035.0,517.0,0.0,100.64705882352939,200.38398800068538,1400.0,0.0,382.6190476190476,587.5060404957957,322.0867360478378,1.2558276184914667,817808.918918919,1110788.0299805023,4337758.0,0.0,2.1998957E7,1374934.8125,1019178.6248079197,3112527.0,1167.0,3.025893E7,1512946.4999999998,1758177.37598851,5894277.0,0.0,0,0,0,0,424,528,0.5618176187988141,0.6940099996926528,0.0,1400.0,249.89743589743594,468.9511698781596,219915.1997300945,0,1,0,0,0,0,0,0,1.0,256.4736842105263,100.6470588235294,382.6190476190476,0,0,0,0,0,0,17,1711,21,8035,-1,501,5,0,0,0,0,0,0,0,0,0,No Label
152.199.19.161-192.168.8.100-443-63061-6,192.168.8.100,63061,152.199.19.161,443,6,28/04/2023 07:13:45 pm,676598,0,2,0.0,81.0,0,0,0,0,81.0,0.0,40.5,57.27564927611035,119.71658207680187,2.9559649895506634,676598.0,0.0,676598.0,676598.0,0,0,0,0,0,676598.0,676598.0,0.0,676598.0,676598.0,0,0,0,0,0,40,0.0,2.9559649895506634,0.0,81.0,27.0,46.76537180435969,2187.0,0,0,0,0,1,0,0,0,0.0,40.5,0.0,40.5,0,0,0,0,0,0,0,0,2,81,-1,135,0,0,0,0,0,0,0,0,0,0,No Label
152.199.19.161-192.168.8.100-443-63061-6,192.168.8.100,63061,152.199.19.161,443,6,28/04/2023 07:13:46 pm,1159946,0,2,0.0,81.0,0,0,0,0,81.0,0.0,40.5,57.27564927611035,69.83083695275471,1.7242181963643137,1159946.0,0.0,1159946.0,1159946.0,0,0,0,0,0,1159946.0,1159946.0,0.0,1159946.0,1159946.0,0,0,0,0,0,52,0.0,1.7242181963643137,0.0,81.0,27.0,46.76537180435969,2187.0,0,0,0,0,1,0,0,0,0.0,40.5,0.0,40.5,0,0,0,0,0,0,0,0,2,81,-1,135,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-96.16.84.7-63155-443-6,192.168.8.100,63155,96.16.84.7,443,6,28/04/2023 07:13:15 pm,36131244,23,26,6492.0,8836.0,1400.0,0.0,282.26086956521743,452.4132480769911,1400.0,0.0,339.84615384615387,541.5241964904388,424.23117233383937,1.3561669783636565,752734.25,1089517.200484506,5026764.0,0.0,3.5130328E7,1596833.0909090908,1727858.4889116052,7769498.0,0.0,3.110448E7,1244179.2000000002,1594289.1643743874,5859825.0,0.0,0,0,0,0,544,640,0.6365681735176347,0.7195988048460219,0.0,1400.0,306.56,494.2627641245089,244295.67999999993,0,1,0,0,0,0,0,0,1.0,312.81632653061223,282.2608695652174,339.84615384615387,0,0,0,0,0,0,23,6492,26,8836,-1,501,9,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-96.16.84.7-63156-443-6,192.168.8.100,63156,96.16.84.7,443,6,28/04/2023 07:13:45 pm,5740912,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5225650558656882,2870456.0,4059436.3911816627,5740911.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,20,0.34837670391045883,0.17418835195522941,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,252,0,0,0,0,0,0,5740911.0,0.0,5740911.0,5740911.0,No Label
192.168.8.100-96.16.84.7-63155-443-6,192.168.8.100,63155,96.16.84.7,443,6,28/04/2023 07:13:54 pm,6000592,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33330044768916134,6000592.0,0.0,6000592.0,6000592.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.16665022384458067,0.16665022384458067,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-96.16.84.7-63155-443-6,96.16.84.7,443,192.168.8.100,63155,6,28/04/2023 07:14:02 pm,353,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,67988.66855524079,5665.7223796033995,353.0,0.0,353.0,353.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,2832.8611898016998,2832.8611898016998,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
142.250.203.238-192.168.8.100-443-63147-6,192.168.8.100,63147,142.250.203.238,443,6,28/04/2023 07:13:02 pm,62506568,14,13,1539.0,1288.0,612.0,0.0,109.92857142857144,215.26636962170818,648.0,0.0,99.07692307692308,187.223334344512,45.22724715905055,0.4319546067542854,2404098.769230769,1.1594505792520646E7,5.9239205E7,0.0,6.2095766E7,4776597.384615385,1.6597076100811424E7,6.0008135E7,69.0,3267363.0,272280.25,339736.8487023516,845333.0,0.0,0,0,0,0,304,308,0.2239764627614813,0.2079781439928041,0.0,648.0,100.9642857142857,195.73328075666439,38311.5171957672,0,1,0,0,0,0,0,0,0.0,104.70370370370371,109.92857142857143,99.07692307692308,0,0,0,0,0,0,14,1539,13,1288,-1,261,7,0,0,0,0,0,0,0,0,0,No Label
192.168.8.1-192.168.8.102-0-0-0,192.168.8.102,0,192.168.8.1,0,0,28/04/2023 07:12:06 pm,119968526,692,694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55303016726237,86619.87436823112,102296.11431696618,513389.0,1361.0,1.19647036E8,173150.55861070915,81918.09297500408,515309.0,42054.0,1.19968526E8,173114.75613275613,82360.567393968,515292.0,1970.0,0,0,0,0,0,0,5.768179564029986,5.7848506032323845,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,692,0,694,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,192.168.8.100,63075,40.70.161.7,443,6,28/04/2023 07:10:49 pm,7327975,17,19,1343.0,6168.0,579.0,0.0,79.0,152.9807994488197,1400.0,0.0,324.6315789473684,519.9556829968318,1024.9762042037535,4.912680515422064,209370.71428571432,544892.6971685544,2407186.0,0.0,7169542.0,448096.37499999994,807681.1266478767,2407358.0,34.0,7327809.0,407100.5,713297.896932621,2407259.0,0.0,0,0,0,0,364,404,2.319876910060419,2.592803605361645,0.0,1400.0,202.99999999999997,402.2337628792491,161792.0,0,1,0,0,0,0,0,0,1.0,208.63888888888889,79.0,324.63157894736844,0,0,0,0,0,0,17,1343,19,6168,-1,63,7,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,192.168.8.100,63075,40.70.161.7,443,6,28/04/2023 07:14:08 pm,551,1,2,0.0,77.0,0.0,0.0,0.0,0.0,46.0,31.0,38.5,10.606601717798213,139745.9165154265,5444.64609800363,275.5,170.41273426595797,396.0,155.0,0,0,0,0,0,551.0,551.0,0.0,551.0,551.0,0,1,0,0,20,40,1814.8820326678767,3629.7640653357535,0.0,46.0,30.75,21.68524844220144,470.25,0,0,0,1,1,0,0,0,2.0,41.0,0.0,38.5,0,0,0,0,0,0,1,0,2,77,-1,63,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,192.168.8.100,63075,40.70.161.7,443,6,28/04/2023 07:14:08 pm,1775,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.7605633802816,1775.0,0.0,1775.0,1775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,563.3802816901408,563.3802816901408,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,192.168.8.100,63075,40.70.161.7,443,6,28/04/2023 07:14:08 pm,611627,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.269966826186548,611627.0,0.0,611627.0,611627.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.634983413093274,1.634983413093274,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
142.250.203.238-192.168.8.100-443-63147-6,192.168.8.100,63147,142.250.203.238,443,6,28/04/2023 07:14:06 pm,3277837,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6101584673063365,3277837.0,0.0,3277837.0,3277837.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.30507923365316825,0.30507923365316825,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1019,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,40.70.161.7,443,192.168.8.100,63075,6,28/04/2023 07:14:09 pm,628067,1,2,77.0,31.0,77.0,77.0,77.0,0.0,31.0,0.0,15.5,21.920310216782973,171.9561766499434,4.776560462498427,314033.5,443995.8834409391,627986.0,81.0,0,0,0,0,0,81.0,81.0,0.0,81.0,81.0,0,1,0,0,20,52,1.5921868208328092,3.1843736416656183,0.0,77.0,34.75,31.731950249971504,1006.9166666666666,1,0,0,1,1,0,0,0,2.0,46.333333333333336,77.0,15.5,0,0,0,0,0,0,1,77,2,31,-1,1023,1,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,192.168.8.100,63075,40.70.161.7,443,6,28/04/2023 07:14:10 pm,475369,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.207257940673456,475369.0,0.0,475369.0,475369.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,2.103628970336728,2.103628970336728,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,40.70.161.7,443,192.168.8.100,63075,6,28/04/2023 07:14:12 pm,1081095,0,3,0.0,77.0,0,0,0,0,77.0,0.0,25.666666666666664,44.45597072760118,71.2240829899315,2.774964272334994,540547.5,764364.7527931283,1081035.0,60.0,0,0,0,0,0,1081095.0,540547.5,764364.7527931283,1081035.0,60.0,0,1,0,0,0,72,0.0,2.774964272334994,0.0,77.0,38.5,44.45597072760118,1976.3333333333333,1,0,0,1,1,0,0,0,0.0,51.333333333333336,0.0,25.666666666666668,0,0,0,0,0,0,0,0,3,77,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
192.168.8.100-40.70.161.7-63075-443-6,40.70.161.7,443,192.168.8.100,63075,6,28/04/2023 07:14:16 pm,1792371,0,3,0.0,77.0,0,0,0,0,77.0,0.0,25.666666666666664,44.45597072760118,42.959855967319264,1.673760622103348,896185.5,1267317.0783290581,1792314.0,57.0,0,0,0,0,0,1792371.0,896185.5,1267317.0783290581,1792314.0,57.0,0,1,0,0,0,72,0.0,1.673760622103348,0.0,77.0,38.5,44.45597072760118,1976.3333333333333,1,0,0,1,1,0,0,0,0.0,51.333333333333336,0.0,25.666666666666668,0,0,0,0,0,0,0,0,3,77,-1,1023,0,0,0,0,0,0,0,0,0,0,No Label
